CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,depth
OC1510A,,,,CE01ISSM-SBD17-01-MOPAK0000,4,1,2015-10-08T19:03:00,2016-05-10T00:00:00,N00261,,OL000207,44.6601,-124.09582,,
OC1510A,,,,CE01ISSM-SBD17-04-VELPTA000,4,1,2015-10-08T19:03:00,2016-05-10T00:00:00,N00261,,N00413,44.6601,-124.09582,,
OC1510A,,,,CE01ISSM-SBD17-06-CTDBPC000,4,1,2015-10-08T19:03:00,2016-05-10T00:00:00,N00261,,A01759,44.6601,-124.09582,,
OC1510A,,,,CE01ISSM-SBD17-06-FLORTD000,4,1,2015-10-08T19:03:00,2016-05-10T00:00:00,N00261,,A00615,44.6601,-124.09582,,
TN-342,,,,CE01ISSM-MFD35-01-VEL3DD000,5,1,2016-05-18T15:44:00,,OL000291,,A01029,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-MFD35-02-PRESFA000,5,1,2016-05-18T15:44:00,,OL000291,,A01014,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-MFD35-04-ADCPTM000,5,1,2016-05-18T15:44:00,,OL000291,,A00056,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-MFD35-05-PCO2WB000,5,1,2016-05-18T15:44:00,,OL000291,,A00073,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-MFD35-06-PHSEND000,5,1,2016-05-18T15:44:00,,OL000291,,A00799,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-MFD37-03-CTDBPC000,5,1,2016-05-18T15:44:00,,OL000291,,OL000294,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-MFD37-03-DOSTAD000,5,1,2016-05-18T15:44:00,,OL000291,,A00174,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-MFD37-07-ZPLSCC000,5,1,2016-05-18T15:44:00,,OL000291,,A01151,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-00-DCLENG000,5,1,2016-05-18T15:44:00,,OL000291,,OL000297,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-01-OPTAAD000,5,1,2016-05-18T15:44:00,,OL000291,,A01058,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-02-FLORTD000,5,1,2016-05-18T15:44:00,,OL000291,,A00218,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-03-CTDBPC000,5,1,2016-05-18T15:44:00,,OL000291,,N00420,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-03-DOSTAD000,5,1,2016-05-18T15:44:00,,OL000291,,A00428,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-04-VELPTA000,5,1,2016-05-18T15:44:00,,OL000291,,A00239,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-05-PCO2WB000,5,1,2016-05-18T15:44:00,,OL000291,,A00798,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-06-PHSEND000,5,1,2016-05-18T15:44:00,,OL000291,,A00263,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-07-NUTNRB000,5,1,2016-05-18T15:44:00,,OL000291,,A00382,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-RID16-08-SPKIRB000,5,1,2016-05-18T15:44:00,,OL000291,,A00665,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-SBC11-00-CPMENG000,5,1,2016-05-18T15:44:00,,OL000291,,OL000295,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-SBD17-00-DCLENG000,5,1,2016-05-18T15:44:00,,OL000291,,OL000296,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-SBD17-01-MOPAK0000,5,1,2016-05-18T15:44:00,,OL000291,,OL000292,44.65828,-124.09525,,
TN-342,,,,CE01ISSM-SBD17-04-VELPTA000,5,1,2016-05-18T15:44:00,,OL000291,,OL000293,44.65828,-124.09525,,
OC1404b,,,,CE01ISSP-SP001-00-SPPENG000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00121.1,44.6584,-124.09817,,
OC1404b,,,,CE01ISSP-SP001-02-DOSTAJ000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00588,44.6584,-124.09817,,
OC1404b,,,,CE01ISSP-SP001-04-OPTAAJ000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00589,44.6584,-124.09817,,
OC1404b,,,,CE01ISSP-SP001-05-VELPTJ000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00590,44.6584,-124.09817,,
OC1404b,,,,CE01ISSP-SP001-06-NUTNRJ000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00591,44.6584,-124.09817,,
OC1404b,,,,CE01ISSP-SP001-07-SPKIRJ000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00592,44.6584,-124.09817,,
OC1404b,,,,CE01ISSP-SP001-08-FLORTJ000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00593,44.6584,-124.09817,,
OC1404b,,,,CE01ISSP-SP001-09-CTDPFJ000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00594,44.6584,-124.09817,,
OC1404b,,,,CE01ISSP-SP001-10-PARADJ000,1,1,2014-04-17T22:20:00,2014-05-28T00:00:00,N00262,,N00595,44.6584,-124.09817,,
Elakha,,,,CE01ISSP-SP001-00-SPPENG000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00122.1,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-02-DOSTAJ000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00580,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-04-OPTAAJ000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00581,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-05-VELPTJ000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00582,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-06-NUTNRJ000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00583,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-07-SPKIRJ000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00584,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-08-FLORTJ000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00585,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-09-CTDPFJ000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00586,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-10-PARADJ000,2,1,2015-06-23T21:41:00,2015-07-06T00:00:00,N00263,,N00587,44.66415,-124.09567,,
Elakha,,,,CE01ISSP-SP001-00-SPPENG000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00123.1,44.64828,-124.09812,,
Elakha,,,,CE01ISSP-SP001-02-DOSTAJ000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00572,44.64828,-124.09812,,
Elakha,,,,CE01ISSP-SP001-04-OPTAAJ000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00573,44.64828,-124.09812,,
Elakha,,,,CE01ISSP-SP001-05-VELPTJ000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00574,44.64828,-124.09812,,
Elakha,,,,CE01ISSP-SP001-06-NUTNRJ000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00575,44.64828,-124.09812,,
Elakha,,,,CE01ISSP-SP001-07-SPKIRJ000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00576,44.64828,-124.09812,,
Elakha,,,,CE01ISSP-SP001-08-FLORTJ000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00577,44.64828,-124.09812,,
Elakha,,,,CE01ISSP-SP001-09-CTDPFJ000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00578,44.64828,-124.09812,,
Elakha,,,,CE01ISSP-SP001-10-PARADJ000,3,1,2015-07-17T19:04:00,2015-08-13T00:00:00,N00264,,N00579,44.64828,-124.09812,,
EA01,,,,CE01ISSP-SP001-00-SPPENG000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00123.1,44.65602,-124.09524,,
EA01,,,,CE01ISSP-SP001-02-DOSTAJ000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00572,44.65602,-124.09524,,
EA01,,,,CE01ISSP-SP001-04-OPTAAJ000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00573,44.65602,-124.09524,,
EA01,,,,CE01ISSP-SP001-05-VELPTJ000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00574,44.65602,-124.09524,,
EA01,,,,CE01ISSP-SP001-06-NUTNRJ000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00575,44.65602,-124.09524,,
EA01,,,,CE01ISSP-SP001-07-SPKIRJ000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00576,44.65602,-124.09524,,
EA01,,,,CE01ISSP-SP001-08-FLORTJ000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00577,44.65602,-124.09524,,
EA01,,,,CE01ISSP-SP001-09-CTDPFJ000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00578,44.65602,-124.09524,,
EA01,,,,CE01ISSP-SP001-10-PARADJ000,4,1,2015-08-14T22:20:00,2015-10-15T00:00:00,N00265,,N00579,44.65602,-124.09524,,
Pacific Storm,,,,CE01ISSP-SP001-00-SPPENG000,5,1,2016-06-16T16:47:00,2016-08-08T00:00:00,OL000329,,N00123.1,44.65905,-124.09755,,
Pacific Storm,,,,CE01ISSP-SP001-02-DOSTAJ000,5,1,2016-06-16T16:47:00,2016-08-08T00:00:00,OL000329,,A00807,44.65905,-124.09755,,
Pacific Storm,,,,CE01ISSP-SP001-04-OPTAAJ000,5,1,2016-06-16T16:47:00,2016-08-08T00:00:00,OL000329,,N00573,44.65905,-124.09755,,
Pacific Storm,,,,CE01ISSP-SP001-05-VELPTJ000,5,1,2016-06-16T16:47:00,2016-08-08T00:00:00,OL000329,,OL000330,44.65905,-124.09755,,
Pacific Storm,,,,CE01ISSP-SP001-06-NUTNRJ000,5,1,2016-06-16T16:47:00,2016-08-08T00:00:00,OL000329,,N00575,44.65905,-124.09755,,
Pacific Storm,,,,CE01ISSP-SP001-07-SPKIRJ000,5,1,2016-06-16T16:47:00,2016-08-08T00:00:00,OL000329,,N00576,44.65905,-124.09755,,
